Line	MM/DD/YY hh:mm:ss.ms.us	DTE(hex)	DCE(hex)
1575	02/27/18 16:21:36.814.209		64 18 00 01 00 01 00 01 
1576	02/27/18 16:21:36.814.901		00 01 00 01 00 01 00 01 
1577	02/27/18 16:21:36.815.593		00 01 00 01 00 01 00 01 
1578	02/27/18 16:21:36.816.285		00 01 00 01 00 01 00 01 
1579	02/27/18 16:21:36.816.978		00 01 00 01 00 01 00 01 
1580	02/27/18 16:21:36.817.670		00 01 00 01 00 01 00 01 
1581	02/27/18 16:21:36.818.363		00 01 00 01 00 01 00 01 
1582	02/27/18 16:21:36.819.055		00 01 00 01 00 01 00 01 
1583	02/27/18 16:21:36.819.747		00 01 00 01 00 01 00 01 
1584	02/27/18 16:21:36.820.440		00 01 00 01 00 01 00 01 
1585	02/27/18 16:21:36.821.132		00 01 00 01 00 01 00 01 
1586	02/27/18 16:21:36.821.824		00 01 00 01 00 01 00 01 
1587	02/27/18 16:21:36.822.517		00 01 00 01 00 01 00 01 
1588	02/27/18 16:21:36.823.209		00 01 00 01 00 01 00 01 
1589	02/27/18 16:21:36.823.901		00 01 00 01 00 01 00 01 
1590	02/27/18 16:21:36.824.593		00 01 00 01 00 01 00 01 
1591	02/27/18 16:21:36.825.286		00 01 00 01 00 01 00 01 
1592	02/27/18 16:21:36.825.978		00 01 00 01 00 01 00 01 
1593	02/27/18 16:21:36.826.670		00 01 00 01 00 01 00 01 
1594	02/27/18 16:21:36.827.363		00 01 00 01 00 01 00 01 
1595	02/27/18 16:21:36.828.055		00 01 00 01 00 01 00 01 
1596	02/27/18 16:21:36.828.747		00 01 00 01 00 01 00 01 
1597	02/27/18 16:21:36.829.440		00 01 00 01 00 01 00 01 
1598	02/27/18 16:21:36.830.132		00 01 00 01 00 01 00 01 
1599	02/27/18 16:21:36.830.825		00 01 00 01 00 01 00 01 
1600	02/27/18 16:21:36.831.517		00 01 00 01 00 01 00 01 
1601	02/27/18 16:21:36.832.209		00 01 00 01 00 01 00 01 
1602	02/27/18 16:21:36.832.901		00 01 00 01 00 01 00 01 
1603	02/27/18 16:21:36.833.594		00 01 00 01 00 01 00 01 
1604	02/27/18 16:21:36.834.286		00 01 00 01 00 01 00 01 
1605	02/27/18 16:21:36.834.978		00 01 00 83 cb 
1606	02/27/18 16:21:36.984.493	02 02 00 08 02 	
1607	02/27/18 16:21:37.003.188		02 02 2e cd ae 00 04 e4 
1608	02/27/18 16:21:37.003.880		c3 04 00 58 58 01 0a 
1609	02/27/18 16:21:37.004.486		ca 98 04 ff 03 01 07 02 
1610	02/27/18 16:21:37.005.178		00 00 00 01 04 03 01 00 
1611	02/27/18 16:21:37.005.871		00 00 00 00 00 00 00 00 
1612	02/27/18 16:21:37.006.563		00 00 00 00 00 00 00 00 
1613	02/27/18 16:21:37.007.255		63 63 63 63 c4 c3 
1614	02/27/18 16:21:37.140.746	02 02 00 08 02 	
1615	02/27/18 16:21:37.153.192		02 02 2e cd ae 00 04 e5 
1616	02/27/18 16:21:37.153.884		59 04 00 58 58 01 0a 
1617	02/27/18 16:21:37.154.490		ca 98 04 ff 03 01 07 02 
1618	02/27/18 16:21:37.155.182		00 00 00 01 04 03 01 00 
1619	02/27/18 16:21:37.155.875		00 00 00 00 00 00 00 00 
1620	02/27/18 16:21:37.156.567		00 00 00 00 00 00 00 00 
1621	02/27/18 16:21:37.157.259		63 63 63 63 d9 98 
1622	02/27/18 16:21:37.297.007	02 02 00 08 02 	
1623	02/27/18 16:21:37.313.196		02 02 2e cd ae 00 04 e5 
1624	02/27/18 16:21:37.313.888		f9 04 00 58 58 01 0a 
1625	02/27/18 16:21:37.314.494		ca 98 04 ff 03 01 07 02 
1626	02/27/18 16:21:37.315.187		00 00 00 01 04 03 01 00 
1627	02/27/18 16:21:37.315.879		00 00 00 00 00 00 00 00 
1628	02/27/18 16:21:37.316.571		00 00 00 00 00 00 00 00 
1629	02/27/18 16:21:37.317.264		63 63 63 63 7a 83 
1630	02/27/18 16:21:37.453.277	02 02 00 08 02 	
1631	02/27/18 16:21:37.473.200		02 02 2e cd ae 00 04 e6 
1632	02/27/18 16:21:37.473.893		99 04 00 58 58 01 0a 
1633	02/27/18 16:21:37.474.499		ca 98 04 ff 03 01 07 02 
1634	02/27/18 16:21:37.475.191		01 00 00 01 04 04 01 00 
1635	02/27/18 16:21:37.475.883		00 00 00 00 00 00 00 00 
1636	02/27/18 16:21:37.476.576		00 00 00 00 00 00 00 00 
1637	02/27/18 16:21:37.477.268		63 63 63 63 2c 25 
1638	02/27/18 16:21:37.547.225	02 0e 00 4d 6f 	
1639	02/27/18 16:21:37.563.540		02 0e f6 c2 b6 01 05 04 
1640	02/27/18 16:21:37.564.232		64 18 00 01 00 01 00 01 
1641	02/27/18 16:21:37.564.925		00 01 00 01 00 01 00 01 
1642	02/27/18 16:21:37.565.617		00 01 00 01 00 01 00 01 
1643	02/27/18 16:21:37.566.309		00 01 00 01 00 01 00 01 
1644	02/27/18 16:21:37.567.002		00 01 00 01 00 01 00 01 
1645	02/27/18 16:21:37.567.694		00 01 00 01 00 01 00 01 
1646	02/27/18 16:21:37.568.387		00 01 00 01 00 01 00 01 
1647	02/27/18 16:21:37.569.079		00 01 00 01 00 01 00 01 
1648	02/27/18 16:21:37.569.771		00 01 00 01 00 01 00 01 
1649	02/27/18 16:21:37.570.464		00 01 00 01 00 01 00 01 
1650	02/27/18 16:21:37.571.156		00 01 00 01 00 01 00 01 
1651	02/27/18 16:21:37.571.848		00 01 00 01 00 01 00 01 
1652	02/27/18 16:21:37.572.540		00 01 00 01 00 01 00 01 
1653	02/27/18 16:21:37.573.233		00 01 00 01 00 01 00 01 
1654	02/27/18 16:21:37.573.925		00 01 00 01 00 01 00 01 
1655	02/27/18 16:21:37.574.617		00 01 00 01 00 01 00 01 
1656	02/27/18 16:21:37.575.309		00 01 00 01 00 01 00 01 
1657	02/27/18 16:21:37.576.002		00 01 00 01 00 01 00 01 
1658	02/27/18 16:21:37.576.694		00 01 00 01 00 01 00 01 
1659	02/27/18 16:21:37.577.387		00 01 00 01 00 01 00 01 
1660	02/27/18 16:21:37.578.079		00 01 00 01 00 01 00 01 
1661	02/27/18 16:21:37.578.771		00 01 00 01 00 01 00 01 
1662	02/27/18 16:21:37.579.464		00 01 00 01 00 01 00 01 
1663	02/27/18 16:21:37.580.156		00 01 00 01 00 01 00 01 
1664	02/27/18 16:21:37.580.848		00 01 00 01 00 01 00 01 
1665	02/27/18 16:21:37.581.541		00 01 00 01 00 01 00 01 
1666	02/27/18 16:21:37.582.233		00 01 00 01 00 01 00 01 
1667	02/27/18 16:21:37.582.925		00 01 00 01 00 01 00 01 
1668	02/27/18 16:21:37.583.617		00 01 00 01 00 01 00 01 
1669	02/27/18 16:21:37.584.310		00 01 00 01 00 01 00 01 
1670	02/27/18 16:21:37.585.002		00 01 00 78 49 
1671	02/27/18 16:21:37.734.495	02 02 00 08 02 	
1672	02/27/18 16:21:37.753.208		02 02 2e cd ae 00 04 e7 
1673	02/27/18 16:21:37.753.901		b1 04 00 58 58 01 0a 
1674	02/27/18 16:21:37.754.507		ca 98 04 ff 03 01 07 02 
1675	02/27/18 16:21:37.755.199		00 00 00 01 04 04 01 00 
1676	02/27/18 16:21:37.755.891		00 00 00 00 00 00 00 00 
1677	02/27/18 16:21:37.756.583		00 00 00 00 00 00 00 00 
1678	02/27/18 16:21:37.757.276		63 63 63 63 ab 83 
1679	02/27/18 16:21:37.890.756	02 02 00 08 02 	
1680	02/27/18 16:21:37.903.212		02 02 2e cd ae 00 04 e8 
1681	02/27/18 16:21:37.903.904		47 04 00 58 58 01 0a 
1682	02/27/18 16:21:37.904.510		ca 98 04 ff 03 01 07 02 
1683	02/27/18 16:21:37.905.203		00 00 00 01 04 04 01 00 
1684	02/27/18 16:21:37.905.895		00 00 00 00 00 00 00 00 
1685	02/27/18 16:21:37.906.587		00 00 00 00 00 00 00 00 
1686	02/27/18 16:21:37.907.280		63 63 63 63 66 9f 
1687	02/27/18 16:21:38.047.026	02 02 00 08 02 	
1688	02/27/18 16:21:38.063.230		02 02 2e cd ae 00 04 e8 
1689	02/27/18 16:21:38.063.922		e7 04 00 58 58 01 0a 
1690	02/27/18 16:21:38.064.528		ca 98 04 ff 00 01 07 02 
1691	02/27/18 16:21:38.065.220		01 00 00 01 04 05 01 00 
1692	02/27/18 16:21:38.065.913		00 00 00 00 00 00 00 00 
1693	02/27/18 16:21:38.066.605		00 00 00 00 00 00 00 00 
1694	02/27/18 16:21:38.067.297		63 63 63 63 6f d1 
1695	02/27/18 16:21:38.140.965	02 0e 00 4d 6f 	
1696	02/27/18 16:21:38.153.553		02 0e f6 c2 b6 01 05 05 
1697	02/27/18 16:21:38.154.245		64 18 00 01 00 01 00 01 
1698	02/27/18 16:21:38.154.937		00 01 00 01 00 01 00 01 
1699	02/27/18 16:21:38.155.630		00 01 00 01 00 01 00 01 
1700	02/27/18 16:21:38.156.322		00 01 00 01 00 01 00 01 
1701	02/27/18 16:21:38.157.014		00 01 00 01 00 01 00 01 
1702	02/27/18 16:21:38.157.707		00 01 00 01 00 01 00 01 
1703	02/27/18 16:21:38.158.399		00 01 00 01 00 01 00 01 
1704	02/27/18 16:21:38.159.091		00 01 00 01 00 01 00 01 
1705	02/27/18 16:21:38.159.784		00 01 00 01 00 01 00 01 
1706	02/27/18 16:21:38.160.476		00 01 00 01 00 01 00 01 
1707	02/27/18 16:21:38.161.169		00 01 00 01 00 01 00 01 
1708	02/27/18 16:21:38.161.861		00 01 00 01 00 01 00 01 
1709	02/27/18 16:21:38.162.553		00 01 00 01 00 01 00 01 
1710	02/27/18 16:21:38.163.246		00 01 00 01 00 01 00 01 
1711	02/27/18 16:21:38.163.938		00 01 00 01 00 01 00 01 
1712	02/27/18 16:21:38.164.630		00 01 00 01 00 01 00 01 
1713	02/27/18 16:21:38.165.322		00 01 00 01 00 01 00 01 
1714	02/27/18 16:21:38.166.014		00 01 00 01 00 01 00 01 
1715	02/27/18 16:21:38.166.707		00 01 00 01 00 01 00 01 
1716	02/27/18 16:21:38.167.399		00 01 00 01 00 01 00 01 
1717	02/27/18 16:21:38.168.091		00 01 00 01 00 01 00 01 
1718	02/27/18 16:21:38.168.784		00 01 00 01 00 01 00 01 
1719	02/27/18 16:21:38.169.476		00 01 00 01 00 01 00 01 
1720	02/27/18 16:21:38.170.169		00 01 00 01 00 01 00 01 
1721	02/27/18 16:21:38.170.861		00 01 00 01 00 01 00 01 
1722	02/27/18 16:21:38.171.553		00 01 00 01 00 01 00 01 
1723	02/27/18 16:21:38.172.246		00 01 00 01 00 01 00 01 
1724	02/27/18 16:21:38.172.938		00 01 00 01 00 01 00 01 
1725	02/27/18 16:21:38.173.630		00 01 00 01 00 01 00 01 
1726	02/27/18 16:21:38.174.323		00 01 00 01 00 01 00 01 
1727	02/27/18 16:21:38.175.015		00 01 00 5d 7f 
1728	02/27/18 16:21:38.328.253	02 02 00 08 02 	
1729	02/27/18 16:21:38.343.224		02 02 2e cd ae 00 04 e9 
1730	02/27/18 16:21:38.343.917		ff 04 00 58 58 01 0a 
1731	02/27/18 16:21:38.344.523		ca 98 04 ff 00 00 05 02 
1732	02/27/18 16:21:38.345.215		00 00 00 01 04 05 01 00 
1733	02/27/18 16:21:38.345.907		00 00 00 00 00 00 00 00 
1734	02/27/18 16:21:38.346.600		00 00 00 00 00 00 00 00 
1735	02/27/18 16:21:38.347.292		63 63 63 63 3c eb 
1736	02/27/18 16:21:38.484.479	02 02 00 08 02 	
1737	02/27/18 16:21:38.503.229		02 02 2e cd ae 00 04 ea 
1738	02/27/18 16:21:38.503.921		9f 04 00 58 58 01 0a 
1739	02/27/18 16:21:38.504.527		ca 98 04 ff 00 00 05 02 
1740	02/27/18 16:21:38.505.219		00 00 00 01 04 05 01 00 
1741	02/27/18 16:21:38.505.912		00 00 00 00 00 00 00 00 
1742	02/27/18 16:21:38.506.604		00 00 00 00 00 00 00 00 
1743	02/27/18 16:21:38.507.296		63 63 63 63 65 c9 
1744	02/27/18 16:21:38.640.758	02 02 00 08 02 	
1745	02/27/18 16:21:38.653.233		02 02 2e cd ae 00 04 eb 
1746	02/27/18 16:21:38.653.925		35 04 00 58 58 01 0a 
1747	02/27/18 16:21:38.654.531		ca 98 04 ff 00 00 05 02 
1748	02/27/18 16:21:38.655.223		00 00 00 01 04 05 01 00 
1749	02/27/18 16:21:38.655.915		00 00 00 00 00 00 00 00 
1750	02/27/18 16:21:38.656.608		00 00 00 00 00 00 00 00 
1751	02/27/18 16:21:38.657.300		63 63 63 63 30 19 
1752	02/27/18 16:21:38.796.993	02 02 00 08 02 	
1753	02/27/18 16:21:38.813.227		02 02 2e cd ae 00 04 eb 
1754	02/27/18 16:21:38.813.919		d5 04 00 58 58 03 0a 
1755	02/27/18 16:21:38.814.525		a1 00 04 ff 00 00 01 03 
1756	02/27/18 16:21:38.815.218		00 00 ba 01 04 00 02 02 
1757	02/27/18 16:21:38.815.910		0a 
1758	02/27/18 16:21:38.815.997		28 00 00 00 00 00 00 00 
1759	02/27/18 16:21:38.816.689		00 00 00 00 00 00 00 63 
1760	02/27/18 16:21:38.817.381		63 63 63 b3 17 
1761	02/27/18 16:21:38.953.246	02 02 00 08 02 	
1762	02/27/18 16:21:38.973.231		02 02 2e cd ae 00 04 ec 
1763	02/27/18 16:21:38.973.924		75 04 00 58 58 03 0a 
1764	02/27/18 16:21:38.974.530		5c 00 04 ff 00 00 01 03 
1765	02/27/18 16:21:38.975.222		00 00 aa 01 04 00 02 00 
1766	02/27/18 16:21:38.975.914		00 00 00 00 00 00 00 00 
1767	02/27/18 16:21:38.976.607		00 00 00 00 00 00 00 00 
1768	02/27/18 16:21:38.977.299		63 63 63 63 34 e1 
1769	02/27/18 16:21:39.109.455	02 02 00 08 02 	
1770	02/27/18 16:21:39.123.235		02 02 2e cd ae 00 04 ed 
1771	02/27/18 16:21:39.123.928		0b 04 00 58 58 03 0a 
1772	02/27/18 16:21:39.124.533		4e 00 04 ff 00 00 01 03 
1773	02/27/18 16:21:39.125.226		00 00 9b 01 04 00 02 00 
1774	02/27/18 16:21:39.125.918		00 00 00 00 00 00 00 00 
1775	02/27/18 16:21:39.126.611		00 00 00 00 00 00 00 00 
1776	02/27/18 16:21:39.127.303		63 63 63 63 c2 0c 
1777	02/27/18 16:21:39.265.724	02 02 00 08 02 	
1778	02/27/18 16:21:39.283.240		02 02 2e cd ae 00 04 ed 
1779	02/27/18 16:21:39.283.932		ab 04 00 58 58 03 0a 
1780	02/27/18 16:21:39.284.538		4e 00 04 ff 00 00 01 03 
1781	02/27/18 16:21:39.285.230		00 00 8b 01 04 00 02 00 
1782	02/27/18 16:21:39.285.923		00 00 00 00 00 00 00 00 
1783	02/27/18 16:21:39.286.615		00 00 00 00 00 00 00 00 
1784	02/27/18 16:21:39.287.307		63 63 63 63 06 4d 
1785	02/27/18 16:21:39.422.038	02 02 00 08 02 	
1786	02/27/18 16:21:39.433.244		02 02 2e cd ae 00 04 ee 
1787	02/27/18 16:21:39.433.937		41 04 00 58 58 03 0a 
1788	02/27/18 16:21:39.434.542		40 00 04 ff 00 00 01 03 
1789	02/27/18 16:21:39.435.235		00 00 7c 01 04 00 02 00 
1790	02/27/18 16:21:39.435.927		00 00 00 00 00 00 00 00 
1791	02/27/18 16:21:39.436.619		00 00 00 00 00 00 00 00 
1792	02/27/18 16:21:39.437.311		63 63 63 63 3b 41 
1793	02/27/18 16:21:39.578.230	02 02 00 08 02 	
1794	02/27/18 16:21:39.593.249		02 02 2e cd ae 00 04 ee 
1795	02/27/18 16:21:39.593.941		e1 04 00 58 58 01 0a 
1796	02/27/18 16:21:39.594.547		4e 00 04 ff 00 00 05 03 
1797	02/27/18 16:21:39.595.239		00 00 6c 01 04 00 02 00 
1798	02/27/18 16:21:39.595.931		00 00 00 00 00 00 00 00 
1799	02/27/18 16:21:39.596.623		00 00 00 00 00 00 00 00 
1800	02/27/18 16:21:39.597.316		63 63 63 63 af c4 
1801	02/27/18 16:21:39.734.482	02 02 00 08 02 	
1802	02/27/18 16:21:39.753.253		02 02 2e cd ae 00 04 ef 
1803	02/27/18 16:21:39.753.945		81 04 00 58 58 01 0a 
1804	02/27/18 16:21:39.754.551		4e 00 04 ff 00 00 05 03 
1805	02/27/18 16:21:39.755.243		00 00 5c 01 04 00 02 00 
1806	02/27/18 16:21:39.755.936		00 00 00 00 00 00 00 00 
1807	02/27/18 16:21:39.756.628		00 00 00 00 00 00 00 00 
1808	02/27/18 16:21:39.757.320		63 63 63 63 d0 d0 
1809	02/27/18 16:21:39.890.786	02 02 00 08 02 	
1810	02/27/18 16:21:39.903.257		02 02 2e cd ae 00 04 f0 
1811	02/27/18 16:21:39.903.949		17 04 00 58 58 01 0a 
1812	02/27/18 16:21:39.904.555		4e 00 04 ff 00 00 05 03 
1813	02/27/18 16:21:39.905.247		00 00 4d 01 04 00 02 00 
1814	02/27/18 16:21:39.905.940		00 00 00 00 00 00 00 00 
1815	02/27/18 16:21:39.906.632		00 00 00 00 00 00 00 00 
1816	02/27/18 16:21:39.907.325		63 63 63 63 79 a5 
1817	02/27/18 16:21:40.047.039	02 02 00 08 02 	
1818	02/27/18 16:21:40.063.261		02 02 2e cd ae 00 04 f0 
1819	02/27/18 16:21:40.063.953		b7 04 00 58 58 01 0a 
1820	02/27/18 16:21:40.064.559		5c 00 04 ff 00 00 05 03 
1821	02/27/18 16:21:40.065.252		00 00 3d 01 04 00 02 00 
1822	02/27/18 16:21:40.065.944		00 00 00 00 00 00 00 00 
1823	02/27/18 16:21:40.066.637		00 00 00 00 00 00 00 00 
1824	02/27/18 16:21:40.067.329		63 63 63 63 18 c9 
1825	02/27/18 16:21:40.203.231	02 02 00 08 02 	
1826	02/27/18 16:21:40.223.265		02 02 2e cd ae 00 04 f1 
1827	02/27/18 16:21:40.223.958		57 04 00 58 58 01 0a 
1828	02/27/18 16:21:40.224.564		5c 00 04 ff 00 00 05 03 
1829	02/27/18 16:21:40.225.256		00 00 2d 01 04 00 02 00 
1830	02/27/18 16:21:40.225.949		00 00 00 00 00 00 00 00 
1831	02/27/18 16:21:40.226.641		00 00 00 00 00 00 00 00 
1832	02/27/18 16:21:40.227.333		63 63 63 63 8a 9f 
1833	02/27/18 16:21:40.359.544	02 02 00 08 02 	
1834	02/27/18 16:21:40.373.270		02 02 2e cd ae 00 04 f1 
1835	02/27/18 16:21:40.373.962		ed 04 00 58 58 01 0a 
1836	02/27/18 16:21:40.374.568		5c 00 04 ff 00 00 05 03 
1837	02/27/18 16:21:40.375.260		00 00 1e 01 04 00 02 00 
1838	02/27/18 16:21:40.375.952		00 00 00 00 00 00 00 00 
1839	02/27/18 16:21:40.376.645		00 00 00 00 00 00 00 00 
1840	02/27/18 16:21:40.377.337		63 63 63 63 1d a9 
1841	02/27/18 16:21:40.515.770	02 02 00 08 02 	
1842	02/27/18 16:21:40.533.274		02 02 2e cd ae 00 04 f2 
1843	02/27/18 16:21:40.533.966		8d 04 00 58 58 01 0a 
1844	02/27/18 16:21:40.534.572		5c 00 04 ff 00 00 05 03 
1845	02/27/18 16:21:40.535.264		00 00 0e 01 04 00 02 00 
1846	02/27/18 16:21:40.535.957		00 00 00 00 00 00 00 00 
1847	02/27/18 16:21:40.536.649		00 00 00 00 00 00 00 00 
1848	02/27/18 16:21:40.537.341		63 63 63 63 23 d1 
1849	02/27/18 16:21:40.672.049	02 02 00 08 02 	
1850	02/27/18 16:21:40.683.301		02 02 2e cd ae 00 04 f3 
1851	02/27/18 16:21:40.683.993		23 04 00 58 58 01 0a 
1852	02/27/18 16:21:40.684.599		5c 00 04 ff 00 00 05 02 
1853	02/27/18 16:21:40.685.292		00 00 00 01 04 01 02 00 
1854	02/27/18 16:21:40.685.984		00 00 00 00 00 00 00 00 
1855	02/27/18 16:21:40.686.677		00 00 00 00 00 00 00 00 
1856	02/27/18 16:21:40.687.369		63 63 63 63 b3 6d 
1857	02/27/18 16:21:40.828.293	02 02 00 08 02 	
1858	02/27/18 16:21:40.843.292		02 02 2e cd ae 00 04 f3 
1859	02/27/18 16:21:40.843.985		c3 04 00 58 58 01 0a 
1860	02/27/18 16:21:40.844.591		5c 18 04 ff 03 01 07 02 
1861	02/27/18 16:21:40.845.283		01 00 00 01 04 01 02 01 
1862	02/27/18 16:21:40.845.975		00 1b 00 00 00 00 00 00 
1863	02/27/18 16:21:40.846.668		00 00 00 00 00 00 00 00 
1864	02/27/18 16:21:40.847.360		63 63 63 63 4f 0c 
1865	02/27/18 16:21:40.922.249	02 0e 00 4d 6f 	
1866	02/27/18 16:21:40.933.632		02 0e f6 c2 b6 01 05 01 
1867	02/27/18 16:21:40.934.324		64 18 00 01 00 01 00 01 
1868	02/27/18 16:21:40.935.017		00 01 00 01 00 04 01 06 
1869	02/27/18 16:21:40.935.709		04 07 4c 08 c1 03 cf 06 
1870	02/27/18 16:21:40.936.401		ff 05 ff 05 ff 04 ff 03 
1871	02/27/18 16:21:40.937.094		ff 02 eb 02 c7 01 a6 01 
1872	02/27/18 16:21:40.937.786		87 01 6b 00 52 00 3c 00 
1873	02/27/18 16:21:40.938.479		2a 00 1b 00 0e 00 05 00 
1874	02/27/18 16:21:40.939.171		00 00 00 00 00 00 00 00 
1875	02/27/18 16:21:40.939.863		00 01 00 01 00 01 00 01 
1876	02/27/18 16:21:40.940.556		00 01 00 01 00 01 00 01 
1877	02/27/18 16:21:40.941.248		00 01 00 01 00 01 00 01 
1878	02/27/18 16:21:40.941.940		00 01 00 01 00 01 00 01 
1879	02/27/18 16:21:40.942.632		00 01 00 01 00 01 00 01 
1880	02/27/18 16:21:40.943.325		00 01 00 01 00 01 00 01 
1881	02/27/18 16:21:40.944.017		00 01 00 01 00 01 00 01 
1882	02/27/18 16:21:40.944.709		00 01 00 01 00 01 00 01 
1883	02/27/18 16:21:40.945.401		00 01 00 01 00 01 00 01 
1884	02/27/18 16:21:40.946.094		00 01 00 01 00 01 00 01 
1885	02/27/18 16:21:40.946.786		00 01 00 01 00 01 00 01 
1886	02/27/18 16:21:40.947.479		00 01 00 01 00 01 00 01 
1887	02/27/18 16:21:40.948.171		00 01 00 01 00 01 00 01 
1888	02/27/18 16:21:40.948.863		00 01 00 01 00 01 00 01 
1889	02/27/18 16:21:40.949.556		00 01 00 01 00 01 00 01 
1890	02/27/18 16:21:40.950.248		00 01 00 01 00 01 00 01 
1891	02/27/18 16:21:40.950.940		00 01 00 01 00 01 00 01 
1892	02/27/18 16:21:40.951.633		00 01 00 01 00 01 00 01 
1893	02/27/18 16:21:40.952.325		00 01 00 01 00 01 00 01 
1894	02/27/18 16:21:40.953.017		00 01 00 01 00 01 00 01 
1895	02/27/18 16:21:40.953.709		00 01 00 01 00 01 00 01 
1896	02/27/18 16:21:40.954.402		00 01 00 01 00 01 00 01 
1897	02/27/18 16:21:40.955.094		00 01 00 dc 96 
1898	02/27/18 16:21:41.109.511	02 02 00 08 02 	
1899	02/27/18 16:21:41.123.300		02 02 2e cd ae 00 04 f4 
1900	02/27/18 16:21:41.123.993		db 04 00 58 58 01 0a 
1901	02/27/18 16:21:41.124.598		5c 18 04 ff 03 01 07 02 
1902	02/27/18 16:21:41.125.291		00 00 00 01 04 01 02 00 
1903	02/27/18 16:21:41.125.983		00 00 00 00 00 00 00 00 
1904	02/27/18 16:21:41.126.675		00 00 00 00 00 00 00 00 
1905	02/27/18 16:21:41.127.367		63 63 63 63 07 fd 
1906	02/27/18 16:21:41.265.868	02 02 00 08 02 	
1907	02/27/18 16:21:41.283.305		02 02 2e cd ae 00 04 f5 
1908	02/27/18 16:21:41.283.997		7b 04 00 58 58 01 0a 
1909	02/27/18 16:21:41.284.603		5c 18 04 ff 03 01 07 02 
1910	02/27/18 16:21:41.285.295		00 00 00 01 04 01 02 00 
1911	02/27/18 16:21:41.285.987		00 00 00 00 00 00 00 00 
1912	02/27/18 16:21:41.286.680		00 00 00 00 00 00 00 00 
1913	02/27/18 16:21:41.287.372		63 63 63 63 e3 0a 
1914	02/27/18 16:21:41.422.068	02 02 00 08 02 	
1915	02/27/18 16:21:41.433.308		02 02 2e cd ae 00 04 f6 
1916	02/27/18 16:21:41.434.001		11 04 00 58 58 01 0a 
1917	02/27/18 16:21:41.434.607		5c 98 04 ff 03 01 07 02 
1918	02/27/18 16:21:41.435.299		01 00 00 01 04 02 02 00 
1919	02/27/18 16:21:41.435.991		00 00 00 00 00 00 00 00 
1920	02/27/18 16:21:41.436.684		00 00 00 00 00 00 00 00 
1921	02/27/18 16:21:41.437.376		63 63 63 63 1c 36 
1922	02/27/18 16:21:41.516.240	02 0e 00 4d 6f 	
1923	02/27/18 16:21:41.533.649		02 0e f6 c2 b6 01 05 02 
1924	02/27/18 16:21:41.534.341		64 18 00 01 00 01 00 01 
1925	02/27/18 16:21:41.535.033		00 01 00 01 00 01 00 01 
1926	02/27/18 16:21:41.535.726		00 01 00 01 00 01 00 01 
1927	02/27/18 16:21:41.536.418		00 01 00 01 00 01 00 01 
1928	02/27/18 16:21:41.537.110		00 01 00 01 00 01 00 01 
1929	02/27/18 16:21:41.537.803		00 01 00 01 00 01 00 01 
1930	02/27/18 16:21:41.538.495		00 01 00 01 00 01 00 01 
1931	02/27/18 16:21:41.539.187		00 01 00 01 00 01 00 01 
1932	02/27/18 16:21:41.539.879		00 01 00 01 00 01 00 01 
1933	02/27/18 16:21:41.540.572		00 01 00 01 00 01 00 01 
1934	02/27/18 16:21:41.541.264		00 01 00 01 00 01 00 01 
1935	02/27/18 16:21:41.541.956		00 01 00 01 00 01 00 01 
1936	02/27/18 16:21:41.542.649		00 01 00 01 00 01 00 01 
1937	02/27/18 16:21:41.543.341		00 01 00 01 00 01 00 01 
1938	02/27/18 16:21:41.544.033		00 01 00 01 00 01 00 01 
1939	02/27/18 16:21:41.544.726		00 01 00 01 00 01 00 01 
1940	02/27/18 16:21:41.545.418		00 01 00 01 00 01 00 01 
1941	02/27/18 16:21:41.546.111		00 01 00 01 00 01 00 01 
1942	02/27/18 16:21:41.546.803		00 01 00 01 00 01 00 01 
1943	02/27/18 16:21:41.547.495		00 01 00 01 00 01 00 01 
1944	02/27/18 16:21:41.548.187		00 01 00 01 00 01 00 01 
1945	02/27/18 16:21:41.548.880		00 01 00 01 00 01 00 01 
1946	02/27/18 16:21:41.549.572		00 01 00 01 00 01 00 01 
1947	02/27/18 16:21:41.550.264		00 01 00 01 00 01 00 01 
1948	02/27/18 16:21:41.550.956		00 01 00 01 00 01 00 01 
1949	02/27/18 16:21:41.551.649		00 01 00 01 00 01 00 01 
1950	02/27/18 16:21:41.552.341		00 01 00 01 00 01 00 01 
1951	02/27/18 16:21:41.553.033		00 01 00 01 00 01 00 01 
1952	02/27/18 16:21:41.553.726		00 01 00 01 00 01 00 01 
1953	02/27/18 16:21:41.554.418		00 01 00 01 00 01 00 01 
1954	02/27/18 16:21:41.555.111		00 01 00 a6 fd 
1955	02/27/18 16:21:41.703.251	02 02 00 08 02 	
1956	02/27/18 16:21:41.723.316		02 02 2e cd ae 00 04 f7 
1957	02/27/18 16:21:41.724.009		33 04 00 58 58 01 0a 
1958	02/27/18 16:21:41.724.614		5c 98 04 ff 03 01 07 02 
1959	02/27/18 16:21:41.725.307		00 00 00 01 04 02 02 00 
1960	02/27/18 16:21:41.725.999		00 00 00 00 00 00 00 00 
1961	02/27/18 16:21:41.726.691		00 00 00 00 00 00 00 00 
1962	02/27/18 16:21:41.727.384		63 63 63 63 2a b7 
1963	02/27/18 16:21:41.859.530	02 02 00 08 02 	
1964	02/27/18 16:21:41.873.321		02 02 2e cd ae 00 04 f7 
1965	02/27/18 16:21:41.874.013		c9 04 00 58 58 01 0a 
